prefix_bits,prefix_hex,vendor,registry
28,04585DA,TELEPLATFORMS,MA-M
28,04585DB,"Chengdu Juxun Electronic Technology Co.,Ltd",MA-M
28,04585DC,Rexon Technology,MA-M
28,04585DD,HDS Otomasyon Güvenlik ve Yazılım Teknolojileri Sanayi Ticaret Limited Şirketi,MA-M
28,04585DE,"Shanghai Kanghai Information System CO.,LTD.",MA-M
28,04714B0,Neurio Technology Inc.,MA-M
28,04714B1,uAvionix Corporation,MA-M
28,04714B2,"Shenzhen WayOS Technology Crop., Ltd.",MA-M
28,04714B3,Griesser Electronic AG,MA-M
28,04714B4,Apparatebau Gauting GmbH,MA-M
28,04714B5,Bureau Electronique Appliquee,MA-M
28,04714B6,Armstrong Fluid Technology,MA-M
28,04714B7,Omylis Pte Ltd,MA-M
28,04714B8,Energport Inc,MA-M
28,04714B9,"Lighthouse AI, Inc",MA-M
28,04714BA,"Observables, Inc.",MA-M
28,04714BB,"DIGIBEST TECHNOLOGY CO., LTD.",MA-M
28,04714BC,KittyHawk Corporation,MA-M
28,04714BD,"Shenzhen BoClouds Technology Co.,Ltd.",MA-M
28,04714BE,Gimso Mobile Ltd,MA-M
28,04A16F0,"Shanghai Kanghai Information System CO.,LTD.",MA-M
28,04A16F1,iENSO Inc.,MA-M
28,04A16F2,"Suzhou Lianshichuangzhi Technology Co.,Ltd",MA-M
28,04A16F3,Crypto4A Technologies,MA-M
28,04A16F4,"Akubela Co., Ltd.",MA-M
28,04A16F5,DOM Security,MA-M
28,04A16F6,GY-FX SAS,MA-M
28,04A16F7,NDW Rollers B.V.,MA-M
28,04A16F8,Annapurna labs,MA-M
28,04A16F9,"Chongqing Jinmei Automotive Electronics co.,Ltd.",MA-M
28,04A16FA,UYAR GROUP,MA-M
28,04A16FB,Chroma-Q,MA-M
28,04A16FC,Broadband International,MA-M
28,04A16FD,"Zettlab Innovation Technology CO.,LTD",MA-M
28,04A16FE,GajShield Infotech India Pvt. Ltd.,MA-M
28,04C3E60,DREAMKAS LLC,MA-M
28,04C3E61,"Guangdong New Pulse Electric Co., Ltd.",MA-M
28,04C3E62,SiS Technology,MA-M
28,04C3E63,"Extech Electronics Co., LTD.",MA-M
28,04C3E64,Seyond,MA-M
28,04C3E65,Invasys,MA-M
28,04C3E66,"Shenzhen Shuotian Information Technology Co., LTD",MA-M
28,04C3E67,"Advanced Digital Technologies, s.r.o.",MA-M
28,04C3E68,SLOC GmbH,MA-M
28,04C3E69,Ekin Teknoloji San ve Tic A.S.,MA-M
28,04C3E6A,"Sealed Unit Parts Co., Inc.",MA-M
28,04C3E6B,Flintec UK Ltd.,MA-M
28,04C3E6C,"SHANTOU YINGSHENG IMPORT & EXPORT TRADING CO.,LTD.",MA-M
28,04C3E6D,Amiosec Ltd,MA-M
28,04C3E6E,Great Talent Technology Limited,MA-M
28,04C98B0,SERNET (SUZHOU) TECHNOLOGIES CORPORATION,MA-M
28,04C98B1,"TinyPilot, LLC",MA-M
28,04C98B2,Moog Inc,MA-M
28,04C98B3,"ShenZhen Link-High Technology CO.,LIMITED",MA-M
28,04C98B4,Annapurna labs,MA-M
28,04C98B5,Solana Mobile Inc.,MA-M
28,04C98B6,Annapurna labs,MA-M
28,04C98B7,OPEX CORPORATION,MA-M
28,04C98B8,DELTA NETWORKS (XIAMEN) LIMITED,MA-M
28,04C98B9,Beijing BOE optoelectronic Technology Co. Ltd,MA-M
28,04C98BA,Secury360,MA-M
28,04C98BB,Freedom Factory,MA-M
28,04C98BC,Rovox Solutions Sdn Bhd,MA-M
28,04C98BD,"Shenzhen Xiangrui Shixian Technology Co., Ltd.",MA-M
28,04C98BE,Agile Workspace Limited,MA-M
28,04D16E0,"INTRIPLE, a.s.",MA-M
28,04D16E1,"Launch Tech Co., Ltd.",MA-M
28,04D16E2,s.d.i. s.p.a.,MA-M
28,04D16E3,"Beijing Huaxia Qixin Technology Co., Ltd.",MA-M
28,04D16E4,ShenZhen Huafu Information technology Co.?Ltd,MA-M
28,04D16E5,Dspread Technology (Beijing) Inc.,MA-M
28,04D16E6,ETL Elektrotechnik Lauter GmbH,MA-M
28,04D16E7,Envision Energy,MA-M
28,04D16E8,"CHENGDU INTERLINK SCIENCE AND TECHNOLOGY CO.,LTD",MA-M
28,04D16E9,"FUZHOU ZHUOYI ELECTRONIC CO.,LTD",MA-M
28,04D16EA,Metra Electronics,MA-M
28,04D16EB,National Radio & Telecommunication Corporation - NRTC,MA-M
28,04D16EC,PacPort Corporation,MA-M
28,04D16ED,Elotec Fischer Elektronik GmbH,MA-M
28,04D16EE,Evolute Systems Private Limited,MA-M
28,04EEE80,"Zoomlion Huanuo(Beijing)Technology Co.,Ltd",MA-M
28,04EEE81,"Shanghai ZLAN Information Technology Co.,Ltd",MA-M
28,04EEE82,"Hengke Technology Industry Co., Ltd.",MA-M
28,04EEE83,Fluid Management Technology,MA-M
28,04EEE84,"Shenzhen Daotong Technology Co.,Ltd",MA-M
28,04EEE85,RealWear,MA-M
28,04EEE86,NALSSEN INC.,MA-M
28,04EEE87,"Shanghai Kanghai Information System CO.,LTD.",MA-M
28,04EEE88,"MPEON Co.,Ltd",MA-M
28,04EEE89,Privacy Hero,MA-M
28,04EEE8A,"Shenzhen JoiningFree Technology Co.,Ltd",MA-M
28,04EEE8B,"Hunan Yaguan Communication Technology Co.,Ltd",MA-M
28,04EEE8C,daishin,MA-M
28,04EEE8D,"SHENZHEN TOPWELL TECHNOLOGY CO., LTD.",MA-M
28,04EEE8E,"Best Integration Technology Co., Ltd.",MA-M
28,0826AE0,"Wuhan Tianyu Information Industry Co., Ltd.",MA-M
28,0826AE1,"Beijing Silion Technology Corp.,Ltd.",MA-M
28,0826AE2,ZaiNar,MA-M
28,0826AE3,"Shenzhen Hai yingZhilian Industrial Co., Ltd.",MA-M
28,0826AE4,"BANGJOO Co., Ltd.",MA-M
28,0826AE5,"SHENNAN CIRCUITS CO.,LTD",MA-M
28,0826AE6,"Newcapec co.,Ltd",MA-M
28,0826AE7,EVTECH SOLUTIONS LTD. DBA 3D-P,MA-M
28,0826AE8,"ShineTech Electronics Co., Ltd",MA-M
28,0826AE9,Annapurna labs,MA-M
28,0826AEA,Flextronics International Kft,MA-M
28,0826AEB,F-Plus Mobile LLC,MA-M
28,0826AEC,Brannstrom Sweden AB,MA-M
28,0826AED,Veth Propulsion bv,MA-M
28,0826AEE,Mass Electronics Pty Ltd,MA-M
28,083C030,Federal Signal SSG,MA-M
28,083C031,SNM Technology,MA-M
28,083C032,Wildtech,MA-M
28,083C033,GlobalXtreme,MA-M
28,083C034,"Beijing New Matrix Information Technology CO., Ltd",MA-M
28,083C035,LEADTEK BIOMED INC.,MA-M
28,083C036,"Jiaxing UPhoton Optoelectronics Technology Co., Ltd.",MA-M
28,083C037,G-Innovations Vietnam,MA-M
28,083C038,GS Industrie-Elektronik GmbH,MA-M
28,083C039,INNOS TECHNOLOGIES INC.,MA-M
28,083C03A,"Luxshare Precision Industry Co., Ltd.",MA-M
28,083C03B,Private,MA-M
28,083C03C,"Dongguan Development Security Intelligent Tech Co., Ltd",MA-M
28,083C03D,"Yinglian Technology Co.,Ltd",MA-M
28,083C03E,Prozone,MA-M
28,0863320,Eaton Corporation,MA-M
28,0863321,"Shanghai eCloud Technologies Co.,ltd",MA-M
28,0863322,innovative specialized security solutions,MA-M
28,0863323,Umano Medical Inc.,MA-M
28,0863324,"Beijing KELIBANG Information technology Co.,LTD",MA-M
28,0863325,A Paul Software Systems Pvt. Ltd.,MA-M
28,0863326,OVT India pvt Ltd,MA-M
28,0863327,"SOFTWARE-AUTOMATION-CONTROL JOINT STOCK COMPANY (CADPRO., JSC)",MA-M
28,0863328,in.hub GmbH,MA-M
28,0863329,TZMedical Inc.,MA-M
28,086332A,Dynacom Communication,MA-M
28,086332B,"ShenZhen YuanXiang Digital Technology Co., Ltd",MA-M
28,086332C,Swiftronix AB,MA-M
28,086332D,akYtec GmbH,MA-M
28,086332E,"C-VUE (SHANGHAI) AUDIO TECHNOLOGY CO.,LTD",MA-M
28,08DA330,Smart and connective,MA-M
28,08DA331,TransTera Technology (HK) Limited,MA-M
28,08DA332,"Shenzhen Zhenghao lnnovation Techenology Co.,LTD",MA-M
28,08DA333,AI Storm,MA-M
28,08DA334,Cleverfox Equipments Private Limited,MA-M
28,08DA335,Shengqing Acoustics LLC,MA-M
28,08DA336,Videoline Surveillance Services Pvt. Ltd.,MA-M
28,08DA337,Origalys ElectroChem SAS,MA-M
28,08DA338,AMPACS Corporation,MA-M
28,08DA339,"Lens Technology (Xiangtan) Co.,Ltd",MA-M
28,08DA33A,"JAKA Robotics Co., Ltd.",MA-M
28,08DA33B,"Shenzhen Fanxiang lnformation Technology Co.,Ltd",MA-M
28,08DA33C,"GITHON TECHNOLOGY CO., LTD.",MA-M
28,08DA33D,Shanghai ReeLink Global Communication Company LTD,MA-M
28,08DA33E,"Telo Communication（Shenzhen）Co.,Ltd",MA-M
28,08ED020,D2SLink Systems,MA-M
28,08ED021,"Imperx, Inc",MA-M
28,08ED022,TES Touch Embedded Solutions Inc.,MA-M
28,08ED023,"Jiangsu Logread Network Technology Co., LTD.",MA-M
28,08ED024,Fio Corporation,MA-M
28,08ED025,Vigitron Inc.,MA-M
28,08ED026,SANGO ELECTRONICS CO,MA-M
28,08ED027,Eleven Engineering Incorporated,MA-M
28,08ED028,"HANTAS CO., LTD.",MA-M
28,08ED029,Savox Communications,MA-M
28,08ED02A,Victiana SRL,MA-M
28,08ED02B,"Szok Energy and Communication Co., Ltd.",MA-M
28,08ED02C,Guard RFID Solutions,MA-M
28,08ED02D,Origami Energy Ltd,MA-M
28,08ED02E,Telstra Corporation Limited,MA-M
28,08F80D0,"Huizhou changfei Optoelectruonics Technology Co.,Ltd",MA-M
28,08F80D1,"Shenzhen DophiGo IoT Technology Co.,Ltd",MA-M
28,08F80D2,"Shanghai Mininglamp AI Group Co.,Ltd",MA-M
28,08F80D3,Annapurna labs,MA-M
28,08F80D4,FG-Lab Inc.,MA-M
28,08F80D5,"Zhejiang Luci Technology Co., Ltd",MA-M
28,08F80D6,"SEDA CHEMICAL PRODUCTS CO., LTD.",MA-M
28,08F80D7,HANGZHOU YILI Communication Equipment Ltd,MA-M
28,08F80D8,OpenYard LLC,MA-M
28,08F80D9,Benelink Technology Inc.,MA-M
28,08F80DA,"MICKEY INDUSTRY,LTD.",MA-M
28,08F80DB,Vont Innovations,MA-M
28,08F80DC,ZMBIZI APP LLC,MA-M
28,08F80DD,"Zhe Jiang EV-Tech Co.,Ltd",MA-M
28,08F80DE,"Suzhou Sidi Information Technology Co., Ltd.",MA-M
28,0C0EC10,Spintronica LLC,MA-M
28,0C0EC11,DELTACAST.TV,MA-M
28,0C0EC12,MTS Systems Corp.,MA-M
28,0C0EC13,Lupa Tecnologia e Sistemas Ltda,MA-M
28,0C0EC14,SWANN COMMUNICATIONS PTY LTD,MA-M
28,0C0EC15,Micron Systems,MA-M
28,0C0EC16,COGITO TECH COMPANY LIMITED,MA-M
28,0C0EC17,naext gmbh,MA-M
28,0C0EC18,BITS AND BYTE IT CONSULTING PVT LTD,MA-M
28,0C0EC19,GO.N.GO Ltd,MA-M
28,0C0EC1A,Sonoro Audio GmbH,MA-M
28,0C0EC1B,tecget GmbH,MA-M
28,0C0EC1C,Insky Communications Private Limited,MA-M
28,0C0EC1D,Aerora North America,MA-M
28,0C0EC1E,t0.technology Inc.,MA-M
28,0C47A90,DIGITAL TELEMEDIA TECHNOLOGY PRIVATE LIMITED,MA-M
28,0C47A91,"Shanghai BST Electric Co.,ltd",MA-M
28,0C47A92,Annapurna labs,MA-M
28,0C47A93,HONGKONG STONEOIM TECHNOLOGY LIMITED,MA-M
28,0C47A94,Private,MA-M
28,0C47A95,"Everon Co., Ltd.",MA-M
28,0C47A96,"Shenzhen Hahappylife Innovations Electronics Technology Co.,Ltd",MA-M
28,0C47A97,Annapurna labs,MA-M
28,0C47A98,Honest Networks LLC,MA-M
28,0C47A99,"Shanghai Sigen New Energy Technology Co., Ltd",MA-M
28,0C47A9A,"Lens Technology (Xiangtan) Co.,Ltd",MA-M
28,0C47A9B,"Shenzhen Hebang Electronic Co., Ltd",MA-M
28,0C47A9C,Annapurna labs,MA-M
28,0C47A9D,DIG_LINK,MA-M
28,0C47A9E,BGResearch,MA-M
28,0C5CB50,Yamasei,MA-M
28,0C5CB51,avxav Electronic Trading LLC,MA-M
28,0C5CB52,HongKong Blossom Limited,MA-M
28,0C5CB53,iH&S Technology Limited,MA-M
28,0C5CB54,Annapurna labs,MA-M
28,0C5CB55,The Raymond Corporation,MA-M
28,0C5CB56,S2C limited,MA-M
28,0C5CB57,Energybox Limited,MA-M
28,0C5CB58,"Shanghai Kanghai Information System CO.,LTD.",MA-M
28,0C5CB59,Colordeve International,MA-M
28,0C5CB5A,"Zhengzhou coal machinery hydraulic electric control Co.,Ltd",MA-M
28,0C5CB5B,ADI Global Distribution,MA-M
28,0C5CB5C,"Hunan Newman Car NetworKing Technology Co.,Ltd",MA-M
28,0C5CB5D,BSU Inc,MA-M
28,0C5CB5E,Munters Europe AB,MA-M
28,0C73EB0,Gemini Data Loggers (UK) Limited,MA-M
28,0C73EB1,EVERSEC TECHNOLOGY CORPORATION,MA-M
28,0C73EB2,"Deltapath, Inc.",MA-M
28,0C73EB3,"Tiinlab Acoustic Technology (Shenzhen) Co., Ltd.",MA-M
28,0C73EB4,"U-PASS.CO.,LTD",MA-M
28,0C73EB5,Husty M.Styczen J.Hupert Sp.J.,MA-M
28,0C73EB6,Green Fox Electro AS,MA-M
28,0C73EB7,"Dinkle Enterprise Co., Ltd.",MA-M
28,0C73EB8,"Beijing Miiiw Technology Co., Ltd",MA-M
28,0C73EB9,"Beijing L&S Lancom Platform Tech. Co., Ltd.",MA-M
28,0C73EBA,Dana,MA-M
28,0C73EBB,Synaccess Networks,MA-M
28,0C73EBC,"Shenzhen Samchung Video Technology Co., Ltd.",MA-M
28,0C73EBD,D-Link （Shanghai）Limited Corp.,MA-M
28,0C73EBE,"Taiwan Pulse Motion Co., Ltd.",MA-M
28,0C7FED0,"Guangdong Tianshu New Energy Technology Co., Ltd",MA-M
28,0C7FED1,"Toast, Inc.",MA-M
28,0C7FED2,Tango Networks Inc,MA-M
28,0C7FED3,Soft dB,MA-M
28,0C7FED4,"Purple Mountain ,Inc",MA-M
28,0C7FED5,ShenZhen TianGang Micro Technology CO.LTD,MA-M
28,0C7FED6,Netweb Technologies India Pvt Ltd,MA-M
28,0C7FED7,Grandway Technology (Shenzhen) Limited,MA-M
28,0C7FED8,U-tec Group Inc.,MA-M
28,0C7FED9,"Shenzhen ORVIBO Technology Co., Ltd.",MA-M
28,0C7FEDA,Annapurna labs,MA-M
28,0C7FEDB,TelX Systems,MA-M
28,0C7FEDC,"Shenzhen MoreSense Technology Co., Ltd.",MA-M
28,0C7FEDD,"ALT Co., Ltd.",MA-M
28,0C7FEDE,environmental systems corporation,MA-M
28,0C86290,"Shanghai Prophet Electronic Technology Co.,Ltd",MA-M
28,0C86291,"Beijing Qinmu Data Technology Co., Ltd.",MA-M
28,0C86292,"BADA SYSTEM co., Ltd",MA-M
28,0C86293,Annapurna labs,MA-M
28,0C86294,Ag Express Electronics,MA-M
28,0C86295,"Shenzhen protostellar technology Co., Ltd",MA-M
28,0C86296,"C&A Marketing, INC.",MA-M
28,0C86297,HagerEnergy GmbH,MA-M
28,0C86298,MyGregor Ltd,MA-M
28,0C86299,HONGKONG SAINT TECH INDUSTRIAL LIMITED,MA-M
28,0C8629A,"Nipron Co.,Ltd",MA-M
28,0C8629B,Akribis Systems,MA-M
28,0C8629C,"SHENZHEN YINGMU TECHNOLOGY.,LTD",MA-M
28,0C8629D,"BEIJING BEIBIANZHIDA TECHNOLOGY CO.,LTD",MA-M
28,0C8629E,FX TECHNOLOGY LIMITED,MA-M
28,0CBFB40,Acula Technology Corp,MA-M
28,0CBFB41,Innomotics GmbH,MA-M
28,0CBFB42,Macnica Technology,MA-M
28,0CBFB43,ShenZhen XunDun Technology CO.LTD,MA-M
28,0CBFB44,"Shenzhen EN Plus Tech Co.,Ltd.",MA-M
28,0CBFB45,ICWiser,MA-M
28,0CBFB46,Prolight Concepts (UK) Ltd,MA-M
28,0CBFB47,Odyssey Robot LLC,MA-M
28,0CBFB48,"Changzhou Asia Networks Information Technology Co., Ltd",MA-M
28,0CBFB49,VirtualV Trading Limited,MA-M
28,0CBFB4A,IRTEYA LLC,MA-M
28,0CBFB4B,대한전력전자,MA-M
28,0CBFB4C,"ShenZhen Zeal-All Technology Co.,Ltd",MA-M
28,0CBFB4D,"Nanchang si colordisplay Technology Co.,Ltd",MA-M
28,0CBFB4E,"Shenzhen PengBrain Technology Co.,Ltd",MA-M
28,0CCC470,"Shenzhen Jooan Technology Co., Ltd",MA-M
28,0CCC471,General Industrial Controls Pvt Ltd,MA-M
28,0CCC472,Sun Yan International Trading Ltd.,MA-M
28,0CCC473,"Shimane Masuda Electronics CO.,LTD.",MA-M
28,0CCC474,"Qingdao Geesatcom Technology Co., Ltd",MA-M
28,0CCC475,"DMECOM TELECOM CO.,LTD.",MA-M
28,0CCC476,Annapurna labs,MA-M
28,0CCC477,Cyrus Audio LTD,MA-M
28,0CCC478,"NINGBO QIXIANG INFORMATION TECHNOLOGY CO., LTD",MA-M
28,0CCC479,OptConnect,MA-M
28,0CCC47A,"Rich Source Precision IND., Co., LTD.",MA-M
28,0CCC47B,"Spot AI, Inc.",MA-M
28,0CCC47C,KUMI ELECTRONIC COMPONENTS,MA-M
28,0CCC47D,"GODOX Photo Equipment Co., Ltd.",MA-M
28,0CCC47E,Foxconn Brasil Industria e Comercio Ltda,MA-M
28,0CEFAF0,Kenmore,MA-M
28,0CEFAF1,Goerlitz AG,MA-M
28,0CEFAF2,LUMEL S.A.,MA-M
28,0CEFAF3,Engineering Center ENERGOSERVICE,MA-M
28,0CEFAF4,Sentry360,MA-M
28,0CEFAF5,PREMIUM SA,MA-M
28,0CEFAF6,Firmware Design AS,MA-M
28,0CEFAF7,Syntrans AB,MA-M
28,0CEFAF8,BSX Athletics,MA-M
28,0CEFAF9,Rotel,MA-M
28,0CEFAFA,"chengdu joyotime Technology Co., Ltd.",MA-M
28,0CEFAFB,"Hubei Century Network Technology Co., Ltd",MA-M
28,0CEFAFC,"GainStrong Industry Co.,Ltd",MA-M
28,0CEFAFD,CJSC «Svyaz Engineering»,MA-M
28,0CEFAFE,Infinisource Inc.,MA-M
28,0CEFAFF,Private,MA-M
28,0CFE5D0,"Chengdu Ledong Information & Technology Co., Ltd.",MA-M
28,0CFE5D1,Fender Musical Instrument,MA-M
28,0CFE5D2,"Dspread International Co.,Limited",MA-M
28,0CFE5D3,"Beijing WayClouds Technology Co., Ltd.",MA-M
28,0CFE5D4,"Yantai Dongfang Wisdom Electic Co.,Ltd.",MA-M
28,0CFE5D5,SELECTRIC Nachrichten-Systeme GmbH,MA-M
28,0CFE5D6,"Antailiye Technology Co.,Ltd",MA-M
28,0CFE5D7,Vermes Microdispensing GmbH,MA-M
28,0CFE5D8,"CTK Contact Electronics co., Ltd.",MA-M
28,0CFE5D9,Celerway Communication AS,MA-M
28,0CFE5DA,"Fujian Jieyu Computer Technology Co., Ltd.",MA-M
28,0CFE5DB,YINUO-LINK LIMITED,MA-M
28,0CFE5DC,"Bepal Technology Co.,Ltd.",MA-M
28,0CFE5DD,Maksat Technologies P Ltd,MA-M
28,0CFE5DE,"NEWGREEN TECH CO., LTD.",MA-M
28,1006480,FLEXTRONICS TECHNOLOGIES (INDIA) PVT LTD,MA-M
28,1006481,KYTRONICS,MA-M
28,1006482,Dynics,MA-M
28,1006483,illuminous LLC,MA-M
28,1006484,"Beijing Cheering Networks Technology Co., Ltd.",MA-M
28,1006485,Annapurna labs,MA-M
28,1006486,"Hong Kong BOZZ Co., Limited.",MA-M
28,1006487,Wilson Electronics,MA-M
28,1006488,"Zhejiang Chenghao Technology Co. , Ltd.",MA-M
28,1006489,Annapurna labs,MA-M
28,100648A,"Dreame Innovation Technology(Suzhou) Co.,Ltd.",MA-M
28,100648B,"Shenzhen smart-core technology co.,ltd.",MA-M
28,100648C,"Dongguan Hongyexiang Industrial Co.,Ltd",MA-M
28,100648D,Microvast Energy,MA-M
28,100648E,Kloud-12 LLC,MA-M
28,1007230,RippleTek Tech Ltd,MA-M
28,1007231,"Beijing Assem Technology Co., ltd",MA-M
28,1007232,Diginet Control Systems Pty Ltd,MA-M
28,1007233,Tongfang computer co.Ltd.,MA-M
28,1007234,Audio Engineering Ltd.,MA-M
28,1007235,"BEIJING SOOALL INFORMATION TECHNOLOGY CO.,LTD",MA-M
28,1007236,ESTONE TECHNOLOGY INC,MA-M
28,1007237,"nanoTech Co., Ltd.",MA-M
28,1007238,Ion Professional Solutions,MA-M
28,1007239,Wireless input technology Inc.,MA-M
28,100723A,TESSERA TECHNOLOGY INC.,MA-M
28,100723B,"Fujian Quanzhou Dong Ang Electronics Co., Ltd.",MA-M
28,100723C,"Shenzhen Xinfa Electronic Co.,ltd",MA-M
28,100723E,"First Chair Acoustics Co., Ltd.",MA-M
28,100723F,Private,MA-M
28,1054D20,"GIPS Technology Co., Ltd.",MA-M
28,1054D21,"Jiangxi Ofilm&Jvneng IoT Tech Co., Ltd.",MA-M
28,1054D22,ComNav Technology Ltd.,MA-M
28,1054D23,"Little Array Technology (Shenzhen) Co., Ltd.",MA-M
28,1054D24,Raylogic Control Systems Private Limited,MA-M
28,1054D25,Sybersense,MA-M
28,1054D26,Lanao Communication Technology Limited,MA-M
28,1054D27,"SHENZHEN CARSAFE TECHNOLOGY DEVELOPMENT CO.,LTD",MA-M
28,1054D28,Annapurna labs,MA-M
28,1054D29,"Bamboo Dynamics Corporation., Ltd.",MA-M
28,1054D2A,Embion B.V.,MA-M
28,1054D2B,"Shenzhen Dinstech Technology Co.,Ltd.",MA-M
28,1054D2C,"LUXSHARE-ICT Co., Ltd.",MA-M
28,1054D2D,Sun wealth technology corporation limited,MA-M
28,1054D2E,COSMO AIOT TECHNOLOGY CO LTD,MA-M
28,1063A30,Changsha Sunvote Limited,MA-M
28,1063A31,"Jacobs Technology, Inc.",MA-M
28,1063A32,Sichuan Puhui Zhida Communication Equipment Co. Ltd.,MA-M
28,1063A33,Nextvision Stabilized Systems LTD,MA-M
28,1063A34,GANTECH E TECHNOLOGIES PRIVATE LIMITED,MA-M
28,1063A35,"Lianxin (Dalian) Technology Co.,Ltd",MA-M
28,1063A36,Morgan Schaffer,MA-M
28,1063A37,"NRS Co., Ltd.",MA-M
28,1063A38,"Shanghai Kanghai Information System CO.,LTD.",MA-M
28,1063A39,Nexite,MA-M
28,1063A3A,ITAB Shop products,MA-M
28,1063A3B,Shen zhen shi shang mei dian zi shang wu you xian gong si,MA-M
28,1063A3C,FLAT-PRO LLC,MA-M
28,1063A3D,Triton Sensors,MA-M
28,1063A3E,Annapurna labs,MA-M
28,10DCB60,Apex Supply Chain Technologies,MA-M
28,10DCB61,Hitachi Energy Switzerland Ltd,MA-M
28,10DCB62,CAL-COMP INDUSTRIA E COMERCIO DE ELETRONICOS E INFORMATICA LTDA,MA-M
28,10DCB63,HANACNS,MA-M
28,10DCB64,Annapurna labs,MA-M
28,10DCB65,Milesight Taiwan,MA-M
28,10DCB66,Prolan Zrt.,MA-M
28,10DCB67,"Moya Commumication Technology (Shenzhen) Co.,Ltd.",MA-M
28,10DCB68,"Sanofi (Beijing) Pharmaceutical Co., Ltd.",MA-M
28,10DCB69,"Fuzhou Rockchip Electronics Co.,Ltd",MA-M
28,10DCB6A,Pickering Interfaces Ltd,MA-M
28,10DCB6B,Eyeball Fintech Company,MA-M
28,10DCB6C,BBPOS Limited,MA-M
28,10DCB6D,LeoLabs,MA-M
28,10DCB6E,"Shenzhen Sunwoda intelligent hardware Co.,Ltd",MA-M
28,141FBA0,"Shenzhen Mining Technology Co.,Ltd.",MA-M
28,141FBA1,GloQuad,MA-M
28,141FBA2,Deutsche Energieversorgung GmbH,MA-M
28,141FBA3,Private,MA-M
28,141FBA4,BYZERO,MA-M
28,141FBA5,Inttelix Brasil Tecnologia e Sistemas Ltda,MA-M
28,141FBA6,Hitachi Rail RCS France SAS,MA-M
28,141FBA7,"Wisnetworks Technologies Co., Ltd.",MA-M
28,141FBA8,"Shenzhen CATIC Information Technology Industry Co.,Ltd",MA-M
28,141FBA9,Black Moth Technologies,MA-M
28,141FBAA,"Winsonic Electronics Co., Ltd.",MA-M
28,141FBAB,"Newings Communication CO., LTD.",MA-M
28,141FBAC,"Swiss Electronic (Shenzhen) Co., Ltd",MA-M
28,141FBAD,"AJIS(DALIAN)co.,LTD",MA-M
28,141FBAE,POS Systema LLC,MA-M
28,141FBAF,Private,MA-M
28,144FD70,Annapurna labs,MA-M
28,144FD71,Zehnder Group AG,MA-M
28,144FD72,FedEx Services OTI,MA-M
28,144FD73,"Qingdao Wodatong Electronics Co., Ltd.",MA-M
28,144FD74,Red Technology Limited,MA-M
28,144FD75,FLS FINLAND OY,MA-M
28,144FD76,"i-SENS, Inc.",MA-M
28,144FD77,"Shenzhen V-Streaming Technology Co., Ltd.",MA-M
28,144FD78,"NPort Networks Inc.,",MA-M
28,144FD79,Emerson Network Power (India) Pvt. Ltd.,MA-M
28,144FD7A,Unirobot Corporation,MA-M
28,144FD7B,Arkus-ST Ltd,MA-M
28,144FD7C,D&S Cable Industries (HK) Limited,MA-M
28,144FD7D,"Shanghai B&A Technology Co., Ltd",MA-M
28,144FD7E,"Edan Instruments, Inc.",MA-M
28,14AE850,Kayamatics Limited,MA-M
28,14AE851,"Henfred Technology Co., Ltd.",MA-M
28,14AE852,"Qingdao iTechene Technologies Co., Ltd.",MA-M
28,14AE853,"IFLYTEK CO.,LTD.",MA-M
28,14AE854,CENTERVUE SPA,MA-M
28,14AE855,AZ-TECHNOLOGY SDN BHD,MA-M
28,14AE856,TMG TE GmbH,MA-M
28,14AE857,"SHENZHEN HONOR ELECTRONIC CO.,LTD",MA-M
28,14AE858,Trimble LEM,MA-M
28,14AE859,Veo Technologies,MA-M
28,14AE85A,MTA Systems,MA-M
28,14AE85B,NTC SOFT,MA-M
28,14AE85C,IO Industries Inc.,MA-M
28,14AE85D,"iSolution Technologies Co.,Ltd.",MA-M
28,14AE85E,Sercomm Corporation.,MA-M
28,1845B30,"leetop tech co.,ltd",MA-M
28,1845B31,Pfannenberg GmbH,MA-M
28,1845B32,"Haier cloud Health Technology (Qingdao) Co., Ltd",MA-M
28,1845B33,"Ancsonic (chongqing) Electronic Science& Technology Co.,Ltd",MA-M
28,1845B34,Mission Secure Inc,MA-M
28,1845B35,ELPITECH LLC,MA-M
28,1845B36,Harmonic Technology Limited,MA-M
28,1845B37,"Shenzhen Incar Technology Co., Ltd.",MA-M
28,1845B38,"ShenZhen Topband Co.,Ltd",MA-M
28,1845B39,Teko Telecom Srl,MA-M
28,1845B3A,"Guangzhou Aoshi Internet Information & Technology Co.,Ltd.",MA-M
28,1845B3B,"Hangzhou CCRFID Microelectronic Co., Ltd.",MA-M
28,1845B3C,Bdf Digital,MA-M
28,1845B3D,Taicang T&W Electronics,MA-M
28,1845B3E,Sleep Number,MA-M
28,1866960,Annapurna labs,MA-M
28,1866961,Turtle AV,MA-M
28,1866962,"Nanjin KW technology Co.,Ltd.",MA-M
28,1866963,"Cheersu(Shenzhen) Technology Co., Ltd",MA-M
28,1866964,Akteena Inc,MA-M
28,1866965,"Wuhan Precise Electronics Co.,Ltd.",MA-M
28,1866966,"Shenzhen Safecuit Photonic Technology Co., Ltd",MA-M
28,1866967,"Shandong Hummingbird Internet of Things Technology Co., Ltd",MA-M
28,1866968,"Xunmu Information Technology(Shanghai) Co.,Ltd.",MA-M
